"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,LineCode,Description,2024
38057,"Mercer, ND",2,Population (persons) 1,8348
38057,"Mercer, ND",3,Per capita personal income (dollars) 2,69934
38059,"Morton, ND",1,Personal income (thousands of dollars),2204410
38059,"Morton, ND",2,Population (persons) 1,34194
38059,"Morton, ND",3,Per capita personal income (dollars) 2,64468
38061,"Mountrail, ND",1,Personal income (thousands of dollars),755058
38061,"Mountrail, ND",2,Population (persons) 1,9474
38061,"Mountrail, ND",3,Per capita personal income (dollars) 2,79698
38063,"Nelson, ND",1,Personal income (thousands of dollars),233229
38063,"Nelson, ND",2,Population (persons) 1,3007
38063,"Nelson, ND",3,Per capita personal income (dollars) 2,77562
38065,"Oliver, ND",1,Personal income (thousands of dollars),98970
38065,"Oliver, ND",2,Population (persons) 1,1882
38065,"Oliver, ND",3,Per capita personal income (dollars) 2,52588
38067,"Pembina, ND",1,Personal income (thousands of dollars),573287
38067,"Pembina, ND",2,Population (persons) 1,6588
38067,"Pembina, ND",3,Per capita personal income (dollars) 2,87020
38069,"Pierce, ND",1,Personal income (thousands of dollars),233406
38069,"Pierce, ND",2,Population (persons) 1,3853
38069,"Pierce, ND",3,Per capita personal income (dollars) 2,60578
38071,"Ramsey, ND",1,Personal income (thousands of dollars),753449
38071,"Ramsey, ND",2,Population (persons) 1,11510
38071,"Ramsey, ND",3,Per capita personal income (dollars) 2,65460
38073,"Ransom, ND",1,Personal income (thousands of dollars),404456
38073,"Ransom, ND",2,Population (persons) 1,5590
38073,"Ransom, ND",3,Per capita personal income (dollars) 2,72353
38075,"Renville, ND",1,Personal income (thousands of dollars),189829
38075,"Renville, ND",2,Population (persons) 1,2376
38075,"Renville, ND",3,Per capita personal income (dollars) 2,79894
38077,"Richland, ND",1,Personal income (thousands of dollars),1141873
38077,"Richland, ND",2,Population (persons) 1,16658
38077,"Richland, ND",3,Per capita personal income (dollars) 2,68548
38079,"Rolette, ND",1,Personal income (thousands of dollars),679421
38079,"Rolette, ND",2,Population (persons) 1,11692
38079,"Rolette, ND",3,Per capita personal income (dollars) 2,58110
38081,"Sargent, ND",1,Personal income (thousands of dollars),301282
38081,"Sargent, ND",2,Population (persons) 1,3710
38081,"Sargent, ND",3,Per capita personal income (dollars) 2,81208
38083,"Sheridan, ND",1,Personal income (thousands of dollars),65896
38083,"Sheridan, ND",2,Population (persons) 1,1268
38083,"Sheridan, ND",3,Per capita personal income (dollars) 2,51968
38085,"Sioux, ND",1,Personal income (thousands of dollars),125433
38085,"Sioux, ND",2,Population (persons) 1,3713
38085,"Sioux, ND",3,Per capita personal income (dollars) 2,33782
38087,"Slope, ND",1,Personal income (thousands of dollars),24162
38087,"Slope, ND",2,Population (persons) 1,660
38087,"Slope, ND",3,Per capita personal income (dollars) 2,36609
38089,"Stark, ND",1,Personal income (thousands of dollars),2470829
38089,"Stark, ND",2,Population (persons) 1,33767
38089,"Stark, ND",3,Per capita personal income (dollars) 2,73173
38091,"Steele, ND",1,Personal income (thousands of dollars),138633
38091,"Steele, ND",2,Population (persons) 1,1767
38091,"Steele, ND",3,Per capita personal income (dollars) 2,78457
38093,"Stutsman, ND",1,Personal income (thousands of dollars),1428741
38093,"Stutsman, ND",2,Population (persons) 1,21546
38093,"Stutsman, ND",3,Per capita personal income (dollars) 2,66311
38095,"Towner, ND",1,Personal income (thousands of dollars),165454
38095,"Towner, ND",2,Population (persons) 1,2051
38095,"Towner, ND",3,Per capita personal income (dollars) 2,80670
38097,"Traill, ND",1,Personal income (thousands of dollars),568597
38097,"Traill, ND",2,Population (persons) 1,7989
38097,"Traill, ND",3,Per capita personal income (dollars) 2,71172
38099,"Walsh, ND",1,Personal income (thousands of dollars),758972
38099,"Walsh, ND",2,Population (persons) 1,10214
38099,"Walsh, ND",3,Per capita personal income (dollars) 2,74307
38101,"Ward, ND",1,Personal income (thousands of dollars),4710148
38101,"Ward, ND",2,Population (persons) 1,68427
38101,"Ward, ND",3,Per capita personal income (dollars) 2,68835
38103,"Wells, ND",1,Personal income (thousands of dollars),312350
38103,"Wells, ND",2,Population (persons) 1,3803
38103,"Wells, ND",3,Per capita personal income (dollars) 2,82133
38105,"Williams, ND",1,Personal income (thousands of dollars),3105152
38105,"Williams, ND",2,Population (persons) 1,40763
38105,"Williams, ND",3,Per capita personal income (dollars) 2,76176
39001,"Adams, OH",1,Personal income (thousands of dollars),1328304
39001,"Adams, OH",2,Population (persons) 1,27671
39001,"Adams, OH",3,Per capita personal income (dollars) 2,48003
39003,"Allen, OH",1,Personal income (thousands of dollars),5655112
39003,"Allen, OH",2,Population (persons) 1,100866
39003,"Allen, OH",3,Per capita personal income (dollars) 2,56066
39005,"Ashland, OH",1,Personal income (thousands of dollars),2790541
39005,"Ashland, OH",2,Population (persons) 1,52420
39005,"Ashland, OH",3,Per capita personal income (dollars) 2,53234
39007,"Ashtabula, OH",1,Personal income (thousands of dollars),5161073
39007,"Ashtabula, OH",2,Population (persons) 1,96906
39007,"Ashtabula, OH",3,Per capita personal income (dollars) 2,53259
39009,"Athens, OH",1,Personal income (thousands of dollars),2777816
39009,"Athens, OH",2,Population (persons) 1,63218
39009,"Athens, OH",3,Per capita personal income (dollars) 2,43940
39011,"Auglaize, OH",1,Personal income (thousands of dollars),2908687
39011,"Auglaize, OH",2,Population (persons) 1,45922
39011,"Auglaize, OH",3,Per capita personal income (dollars) 2,63340
39013,"Belmont, OH",1,Personal income (thousands of dollars),3556507
39013,"Belmont, OH",2,Population (persons) 1,64692
39013,"Belmont, OH",3,Per capita personal income (dollars) 2,54976
39015,"Brown, OH",1,Personal income (thousands of dollars),2221126
39015,"Brown, OH",2,Population (persons) 1,44292
39015,"Brown, OH",3,Per capita personal income (dollars) 2,50147
39017,"Butler, OH",1,Personal income (thousands of dollars),23987345
39017,"Butler, OH",2,Population (persons) 1,399542
39017,"Butler, OH",3,Per capita personal income (dollars) 2,60037
39019,"Carroll, OH",1,Personal income (thousands of dollars),1414976
39019,"Carroll, OH",2,Population (persons) 1,26460
39019,"Carroll, OH",3,Per capita personal income (dollars) 2,53476
39021,"Champaign, OH",1,Personal income (thousands of dollars),2126062
39021,"Champaign, OH",2,Population (persons) 1,38907
39021,"Champaign, OH",3,Per capita personal income (dollars) 2,54645
39023,"Clark, OH",1,Personal income (thousands of dollars),7136493
39023,"Clark, OH",2,Population (persons) 1,134985
39023,"Clark, OH",3,Per capita personal income (dollars) 2,52869
39025,"Clermont, OH",1,Personal income (thousands of dollars),14182349
39025,"Clermont, OH",2,Population (persons) 1,214123
39025,"Clermont, OH",3,Per capita personal income (dollars) 2,66235
39027,"Clinton, OH",1,Personal income (thousands of dollars),2347475
39027,"Clinton, OH",2,Population (persons) 1,42019
39027,"Clinton, OH",3,Per capita personal income (dollars) 2,55867
39029,"Columbiana, OH",1,Personal income (thousands of dollars),5109226
39029,"Columbiana, OH",2,Population (persons) 1,99823
39029,"Columbiana, OH",3,Per capita personal income (dollars) 2,51183
39031,"Coshocton, OH",1,Personal income (thousands of dollars),1728178
39031,"Coshocton, OH",2,Population (persons) 1,37003
39031,"Coshocton, OH",3,Per capita personal income (dollars) 2,46704
39033,"Crawford, OH",1,Personal income (thousands of dollars),2075538
39033,"Crawford, OH",2,Population (persons) 1,41626
39033,"Crawford, OH",3,Per capita personal income (dollars) 2,49862
39035,"Cuyahoga, OH",1,Personal income (thousands of dollars),90311785
39035,"Cuyahoga, OH",2,Population (persons) 1,1240594
39035,"Cuyahoga, OH",3,Per capita personal income (dollars) 2,72797
39037,"Darke, OH",1,Personal income (thousands of dollars),3083356
39037,"Darke, OH",2,Population (persons) 1,51462
39037,"Darke, OH",3,Per capita personal income (dollars) 2,59915
39039,"Defiance, OH",1,Personal income (thousands of dollars),1977881
39039,"Defiance, OH",2,Population (persons) 1,38644
39039,"Defiance, OH",3,Per capita personal income (dollars) 2,51182
39041,"Delaware, OH",1,Personal income (thousands of dollars),22980985
39041,"Delaware, OH",2,Population (persons) 1,237966
39041,"Delaware, OH",3,Per capita personal income (dollars) 2,96573
39043,"Erie, OH",1,Personal income (thousands of dollars),4677610
39043,"Erie, OH",2,Population (persons) 1,73841
39043,"Erie, OH",3,Per capita personal income (dollars) 2,63347
39045,"Fairfield, OH",1,Personal income (thousands of dollars),10264513
39045,"Fairfield, OH",2,Population (persons) 1,167762
39045,"Fairfield, OH",3,Per capita personal income (dollars) 2,61185
39047,"Fayette, OH",1,Personal income (thousands of dollars),1460569
39047,"Fayette, OH",2,Population (persons) 1,28782
39047,"Fayette, OH",3,Per capita personal income (dollars) 2,50746
39049,"Franklin, OH",1,Personal income (thousands of dollars),90471869
39049,"Franklin, OH",2,Population (persons) 1,1356303
39049,"Franklin, OH",3,Per capita personal income (dollars) 2,66705
39051,"Fulton, OH",1,Personal income (thousands of dollars),2457575
39051,"Fulton, OH",2,Population (persons) 1,42028
39051,"Fulton, OH",3,Per capita personal income (dollars) 2,58475
39053,"Gallia, OH",1,Personal income (thousands of dollars),1542993
39053,"Gallia, OH",2,Population (persons) 1,28886
39053,"Gallia, OH",3,Per capita personal income (dollars) 2,53417
39055,"Geauga, OH",1,Personal income (thousands of dollars),8788039
39055,"Geauga, OH",2,Population (persons) 1,95362
39055,"Geauga, OH",3,Per capita personal income (dollars) 2,92155
39057,"Greene, OH",1,Personal income (thousands of dollars),11594340
39057,"Greene, OH",2,Population (persons) 1,172347
39057,"Greene, OH",3,Per capita personal income (dollars) 2,67273
39059,"Guernsey, OH",1,Personal income (thousands of dollars),2015649
39059,"Guernsey, OH",2,Population (persons) 1,38219
39059,"Guernsey, OH",3,Per capita personal income (dollars) 2,52739
39061,"Hamilton, OH",1,Personal income (thousands of dollars),66140150
39061,"Hamilton, OH",2,Population (persons) 1,837359
39061,"Hamilton, OH",3,Per capita personal income (dollars) 2,78987
39063,"Hancock, OH",1,Personal income (thousands of dollars),5261329
39063,"Hancock, OH",2,Population (persons) 1,75016
39063,"Hancock, OH",3,Per capita personal income (dollars) 2,70136
39065,"Hardin, OH",1,Personal income (thousands of dollars),1357812
39065,"Hardin, OH",2,Population (persons) 1,30402
39065,"Hardin, OH",3,Per capita personal income (dollars) 2,44662
39067,"Harrison, OH",1,Personal income (thousands of dollars),777943
39067,"Harrison, OH",2,Population (persons) 1,14042
39067,"Harrison, OH",3,Per capita personal income (dollars) 2,55401
39069,"Henry, OH",1,Personal income (thousands of dollars),1543433
39069,"Henry, OH",2,Population (persons) 1,27536
39069,"Henry, OH",3,Per capita personal income (dollars) 2,56051
39071,"Highland, OH",1,Personal income (thousands of dollars),2100679
39071,"Highland, OH",2,Population (persons) 1,43785
39071,"Highland, OH",3,Per capita personal income (dollars) 2,47977
39073,"Hocking, OH",1,Personal income (thousands of dollars),1377957
39073,"Hocking, OH",2,Population (persons) 1,27429
39073,"Hocking, OH",3,Per capita personal income (dollars) 2,50237
39075,"Holmes, OH",1,Personal income (thousands of dollars),2853731
39075,"Holmes, OH",2,Population (persons) 1,44668
39075,"Holmes, OH",3,Per capita personal income (dollars) 2,63888
39077,"Huron, OH",1,Personal income (thousands of dollars),3031361
39077,"Huron, OH",2,Population (persons) 1,58168
39077,"Huron, OH",3,Per capita personal income (dollars) 2,52114
39079,"Jackson, OH",1,Personal income (thousands of dollars),1488093
39079,"Jackson, OH",2,Population (persons) 1,32723
39079,"Jackson, OH",3,Per capita personal income (dollars) 2,45475
39081,"Jefferson, OH",1,Personal income (thousands of dollars),3257937
39081,"Jefferson, OH",2,Population (persons) 1,63900
39081,"Jefferson, OH",3,Per capita personal income (dollars) 2,50985
39083,"Knox, OH",1,Personal income (thousands of dollars),3721869
39083,"Knox, OH",2,Population (persons) 1,63848
39083,"Knox, OH",3,Per capita personal income (dollars) 2,58293
39085,"Lake, OH",1,Personal income (thousands of dollars),15477249
39085,"Lake, OH",2,Population (persons) 1,232360
39085,"Lake, OH",3,Per capita personal income (dollars) 2,66609
39087,"Lawrence, OH",1,Personal income (thousands of dollars),3039707
39087,"Lawrence, OH",2,Population (persons) 1,55829
39087,"Lawrence, OH",3,Per capita personal income (dollars) 2,54447
39089,"Licking, OH",1,Personal income (thousands of dollars),11364978
39089,"Licking, OH",2,Population (persons) 1,184898
39089,"Licking, OH",3,Per capita personal income (dollars) 2,61466
39091,"Logan, OH",1,Personal income (thousands of dollars),2546204
39091,"Logan, OH",2,Population (persons) 1,46085
39091,"Logan, OH",3,Per capita personal income (dollars) 2,55250
39093,"Lorain, OH",1,Personal income (thousands of dollars),19895746
39093,"Lorain, OH",2,Population (persons) 1,322030
39093,"Lorain, OH",3,Per capita personal income (dollars) 2,61782
39095,"Lucas, OH",1,Personal income (thousands of dollars),25700202
39095,"Lucas, OH",2,Population (persons) 1,426291
39095,"Lucas, OH",3,Per capita personal income (dollars) 2,60288
39097,"Madison, OH",1,Personal income (thousands of dollars),2548838
39097,"Madison, OH",2,Population (persons) 1,45531
39097,"Madison, OH",3,Per capita personal income (dollars) 2,55980
39099,"Mahoning, OH",1,Personal income (thousands of dollars),13179361
39099,"Mahoning, OH",2,Population (persons) 1,225786
39099,"Mahoning, OH",3,Per capita personal income (dollars) 2,58371
39101,"Marion, OH",1,Personal income (thousands of dollars),3074339
39101,"Marion, OH",2,Population (persons) 1,64976
39101,"Marion, OH",3,Per capita personal income (dollars) 2,47315
39103,"Medina, OH",1,Personal income (thousands of dollars),13608553
39103,"Medina, OH",2,Population (persons) 1,184625
39103,"Medina, OH",3,Per capita personal income (dollars) 2,73709
39105,"Meigs, OH",1,Personal income (thousands of dollars),1029201
39105,"Meigs, OH",2,Population (persons) 1,21491
39105,"Meigs, OH",3,Per capita personal income (dollars) 2,47890
39107,"Mercer, OH",1,Personal income (thousands of dollars),3099109
39107,"Mercer, OH",2,Population (persons) 1,42648
39107,"Mercer, OH",3,Per capita personal income (dollars) 2,72667
39109,"Miami, OH",1,Personal income (thousands of dollars),6974777
39109,"Miami, OH",2,Population (persons) 1,111950
39109,"Miami, OH",3,Per capita personal income (dollars) 2,62303
39111,"Monroe, OH",1,Personal income (thousands of dollars),615465
39111,"Monroe, OH",2,Population (persons) 1,13051
39111,"Monroe, OH",3,Per capita personal income (dollars) 2,47158
39113,"Montgomery, OH",1,Personal income (thousands of dollars),32674137
39113,"Montgomery, OH",2,Population (persons) 1,537443
