admin_code,admin_level,region_name_en,region_name_ja,country_iso,region_block,occupation_category,occupation_code,occupation_level,wage_value,wage_unit,currency,wage_measure,year,population,parent_admin_code,classification_system,data_availability,source,last_updated
JP-NAT,0,National,全国,JP,,Power plant and substation operators,,detailed,435.9,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Power plant and substation operators,,detailed,369.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Power plant and substation operators,,detailed,1355.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Crane and winch operators,,detailed,371.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Crane and winch operators,,detailed,308.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Crane and winch operators,,detailed,813.6,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Construction and well-drilling machine operators,,detailed,337.1,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Construction and well-drilling machine operators,,detailed,309,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Construction and well-drilling machine operators,,detailed,605,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other stationary and construction machine operators,,detailed,321.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other stationary and construction machine operators,,detailed,279.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other stationary and construction machine operators,,detailed,723,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Construction framework workers,,detailed,368.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Construction framework workers,,detailed,350.3,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Construction framework workers,,detailed,641.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Carpenters,,detailed,330.5,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Carpenters,,detailed,301.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Carpenters,,detailed,520.8,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Plumbers and pipe fitters,,detailed,345.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Plumbers and pipe fitters,,detailed,319.2,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Plumbers and pipe fitters,,detailed,714.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other construction workers,,detailed,335,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other construction workers,,detailed,307,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other construction workers,,detailed,514.2,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Electrical construction workers,,detailed,367.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Electrical construction workers,,detailed,318.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Electrical construction workers,,detailed,1064.9,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Civil engineering workers and railway track workers,,detailed,305.8,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Civil engineering workers and railway track workers,,detailed,288.4,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Civil engineering workers and railway track workers,,detailed,481.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dam and tunnel excavation workers and miners,,detailed,328.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dam and tunnel excavation workers and miners,,detailed,284.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Dam and tunnel excavation workers and miners,,detailed,725.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Stevedores and longshore workers,,detailed,413,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Stevedores and longshore workers,,detailed,329.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Stevedores and longshore workers,,detailed,958.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other transport (carrying) workers,,detailed,285.2,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other transport (carrying) workers,,detailed,254.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Other transport (carrying) workers,,detailed,522.5,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Building cleaners,,detailed,222.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Building cleaners,,detailed,211.1,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Building cleaners,,detailed,194.1,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Cleaners (excluding buildings) and waste disposal workers,,detailed,288.4,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Cleaners (excluding buildings) and waste disposal workers,,detailed,268.8,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Cleaners (excluding buildings) and waste disposal workers,,detailed,536.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Packers,,detailed,231.6,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Packers,,detailed,217.5,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,Packers,,detailed,300.7,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Carrying, cleaning, packaging, and related workers not elsewhere classified",,detailed,254.3,thousand_yen_per_month,JPY,contractual_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Carrying, cleaning, packaging, and related workers not elsewhere classified",,detailed,232.6,thousand_yen_per_month,JPY,scheduled_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
JP-NAT,0,National,全国,JP,,"Carrying, cleaning, packaging, and related workers not elsewhere classified",,detailed,402.4,thousand_yen_per_month,JPY,annual_special_cash_earnings,2024,,JP-NAT,JSOC_DETAILED,national,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040247952&fileKind=4,2025-03-17
